qid,pipeline,question,ground_truth_answer,generated_answer,context,retrieved_doc_contents,tool_used,latency_s,latency_cached_s
132,ablation_no_qe,"Năm 2022, ngành Năng lượng tái tạo (CTĐT Tiếng Việt) lấy bao nhiêu điểm?","Theo dữ liệu tuyển sinh, điểm trúng tuyển ngành Năng lượng tái tạo (CTĐT Tiếng Việt) năm 2022 là 21 điểm.","| ma_nganh | ten_nganh                               | diem |
|----------|-----------------------------------------|------|
| 7510208V | Năng lượng tái tạo (CTĐT Tiếng Việt)   | 21.0 |","[""   ma_nganh                             ten_nganh  diem\n0  7510208V  Năng lượng tái tạo (CTĐT Tiếng Việt)  21.0""]",[],text2sql,19.67,0.322
133,ablation_no_qe,Ngành Kỹ thuật công nghiệp (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,"Trong kỳ tuyển sinh năm 2024, ngành Kỹ thuật công nghiệp (CTĐT Tiếng Việt) lấy 23.88 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7520117V | Kỹ thuật công nghiệp (CTĐT Tiếng Việt) | 2024 | 23.88 | KHOA CƠ KHÍ CHẾ TẠO MÁY |","[""   ma_nganh                               ten_nganh   nam   diem                     khoa\n0  7520117V  Kỹ thuật công nghiệp (CTĐT Tiếng Việt)  2024  23.88  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,18.156,0.215
134,ablation_no_qe,Điểm chuẩn ngành Quản lý và vận hành hạ tầng (CTĐT Tiếng Việt) năm 2022 là bao nhiêu?,Điểm trúng tuyển ngành Quản lý và vận hành hạ tầng (CTĐT Tiếng Việt) năm 2022 là 17.7 điểm.,"| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7840110V | Quản lý và vận hành hạ tầng (CTĐT Tiếng Việt) | 2022 | 17.7 |","[""   ma_nganh                                      ten_nganh   nam  diem\n0  7840110V  Quản lý và vận hành hạ tầng (CTĐT Tiếng Việt)  2022  17.7""]",[],text2sql,15.837,0.207
135,ablation_no_qe,"Năm 2023, ngành Kế toán (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm chuẩn của ngành Kế toán (CTĐT Tiếng Việt) năm 2023 là 26 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7340301V | Kế toán (CTĐT Tiếng Việt) | 2023 | 26.0 | KHOA KINH TẾ |","[""   ma_nganh                  ten_nganh   nam  diem          khoa\n0  7340301V  Kế toán (CTĐT Tiếng Việt)  2023  26.0  KHOA KINH TẾ""]",[],text2sql,15.519,0.212
136,ablation_no_qe,Ngành Thiết kế thời trang (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,Điểm trúng tuyển ngành Thiết kế thời trang (CTĐT Tiếng Việt) năm 2024 là 24.8 điểm.,"| Ngành | Năm | Điểm |
|---|---:|---:|
| Thiết kế thời trang (CTĐT Tiếng Việt) | 2024 | 24.8 |","[""   ma_nganh                              ten_nganh   nam  diem                        khoa\n0  7210404V  Thiết kế thời trang (CTĐT Tiếng Việt)  2024  24.8  KHOA THỜI TRANG VÀ DU LỊCH""]",[],text2sql,13.227,0.22
137,ablation_no_qe,Cho tôi hỏi điểm chuẩn ngành Sư phạm Công nghệ (CTĐT Tiếng Việt) năm 2023?,"Theo dữ liệu, điểm trúng tuyển ngành Sư phạm Công nghệ (CTĐT Tiếng Việt) năm 2023 là 19.7 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7140246V | Sư phạm Công nghệ (CTĐT Tiếng Việt) | 2023 | 19.7 | VIỆN SƯ PHẠM KỸ THUẬT |","[""   ma_nganh                            ten_nganh   nam  diem                   khoa\n0  7140246V  Sư phạm Công nghệ (CTĐT Tiếng Việt)  2023  19.7  VIỆN SƯ PHẠM KỸ THUẬT""]",[],text2sql,16.261,0.203
138,ablation_no_qe,"Năm 2022, ngành Công nghệ kỹ thuật cơ khí (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm chuẩn ngành Công nghệ kỹ thuật cơ khí (CTĐT Tiếng Việt) năm 2022 là 26.15 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510201V | Công nghệ kỹ thuật cơ khí (CTĐT Tiếng Việt) | 2022 | 26.15 | KHOA CƠ KHÍ CHẾ TẠO MÁY |","[""   ma_nganh                                    ten_nganh   nam   diem                     khoa\n0  7510201V  Công nghệ kỹ thuật cơ khí (CTĐT Tiếng Việt)  2022  26.15  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,16.0,0.211
139,ablation_no_qe,Ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) năm 2024 lấy bao nhiêu điểm?,"Theo bảng điểm chuẩn, ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) năm 2024 là 24.75 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510205A | Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) | 2024 | 24.75 | KHOA CƠ KHÍ ĐỘNG LỰC |","[""   ma_nganh                                 ten_nganh   nam   diem                  khoa\n0  7510205A  Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh)  2024  24.75  KHOA CƠ KHÍ ĐỘNG LỰC""]",[],text2sql,18.94,0.211
140,ablation_no_qe,"Điểm chuẩn ngành Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Anh) năm 2023 là bao nhiêu?","Điểm chuẩn ngành Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Anh) năm 2023 là 23.5 điểm.","| ten_nganh | nam | diem |
|---|---:|---:|
| Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Anh) | 2023 | 23.5 |","[""   ma_nganh                                          ten_nganh   nam  diem\n0  7510301A  Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Anh)  2023  23.5""]",[],text2sql,13.861,0.221
141,ablation_no_qe,"Năm 2022, ngành Công nghệ thông tin (CTĐT Tiếng Anh) lấy bao nhiêu điểm?","Trong năm 2022, ngành Công nghệ thông tin (CTĐT Tiếng Anh) có điểm trúng tuyển là 26.35 điểm.","| ma_nganh | ten_nganh | diem |
|---|---|---|
| 7480201A | Công nghệ thông tin (CTĐT Tiếng Anh) | 26.35 |","[""   ma_nganh                             ten_nganh   diem\n0  7480201A  Công nghệ thông tin (CTĐT Tiếng Anh)  26.35""]",[],text2sql,11.509,0.223
142,ablation_no_qe,Ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) năm 2024 lấy bao nhiêu điểm?,"Theo dữ liệu tuyển sinh, điểm trúng tuyển ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) năm 2024 là 25.1 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510203A | Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) | 2024 | 25.10 | KHOA CƠ KHÍ CHẾ TẠO MÁY |","[""    ma_nganh                                                      ten_nganh   nam   diem                                 khoa\n0   7510205A                       Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh)  2024  24.75                 KHOA CƠ KHÍ ĐỘNG LỰC\n1   7510206A                      Công nghệ kỹ thuật nhiệt (CTĐT Tiếng Anh)  2024  21.00                 KHOA CƠ KHÍ ĐỘNG LỰC\n2   7510202A                         Công nghệ chế tạo máy (CTĐT Tiếng Anh)  2024  23.00              KHOA CƠ KHÍ CHẾ TẠO MÁY\n3   7510203V                Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Việt)  2024  25.45              KHOA CƠ KHÍ CHẾ TẠO MÁY\n4   7510203A                 Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh)  2024  25.10              KHOA CƠ KHÍ CHẾ TẠO MÁY\n5   7510201A                     Công nghệ kỹ thuật cơ khí (CTĐT Tiếng Anh)  2024  24.25              KHOA CƠ KHÍ CHẾ TẠO MÁY\n6   7480201A                           Công nghệ thông tin (CTĐT Tiếng Anh)  2024  25.65             KHOA CÔNG NGHỆ THÔNG TIN\n7   7510301A              Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Anh)  2024  24.50                  KHOA ĐIỆN - ĐIỆN TỬ\n8   7510302A        Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh)  2024  24.35                  KHOA ĐIỆN - ĐIỆN TỬ\n9   7480108A                   Công nghệ kỹ thuật máy tính (CTĐT Tiếng Anh)  2024  25.40                  KHOA ĐIỆN - ĐIỆN TỬ\n10  7510303A  Công nghệ kỹ thuật điều khiển và tự động hóa (CTĐT Tiếng Anh)  2024  25.35                  KHOA ĐIỆN - ĐIỆN TỬ\n11  7540101A                           Công nghệ thực phẩm (CTĐT Tiếng Anh)  2024  22.50  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM\n12  7510601A                           Quản lý công nghiệp (CTĐT Tiếng Anh)  2024  23.05                         KHOA KINH TẾ\n13  7510102A        Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh)  2024  21.00                        KHOA XÂY DỰNG\n14  7140231V                            Sư phạm tiếng Anh (CTĐT Tiếng Việt)  2024  27.50                       KHOA NGOẠI NGỮ""]",[],text2sql,20.765,0.207
143,ablation_no_qe,Cho tôi hỏi điểm chuẩn ngành Công nghệ thực phẩm (CTĐT Tiếng Việt) năm 2024?,Ngành Công nghệ thực phẩm (CTĐT Tiếng Việt) năm 2024 có điểm chuẩn trúng tuyển là 24.2 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7540101V | Công nghệ thực phẩm (CTĐT Tiếng Việt) | 2024 | 24.2 | KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM |","[""   ma_nganh                              ten_nganh   nam  diem                                 khoa\n0  7540101V  Công nghệ thực phẩm (CTĐT Tiếng Việt)  2024  24.2  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,22.014,0.206
144,ablation_no_qe,"Năm 2022, ngành Công nghệ chế tạo máy (CTĐT Việt - Nhật) lấy bao nhiêu điểm?",Điểm trúng tuyển ngành Công nghệ chế tạo máy (CTĐT Việt - Nhật) năm 2022 là 19.05 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510202N | Công nghệ chế tạo máy (CTĐT Việt - Nhật) | 2022 | 19.05 | KHOA CƠ KHÍ CHẾ TẠO MÁY |","[""   ma_nganh                                 ten_nganh   nam   diem                     khoa\n0  7510202N  Công nghệ chế tạo máy (CTĐT Việt - Nhật)  2022  19.05  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,20.337,0.206
145,ablation_no_qe,Ngành Kế toán (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,Ngành Kế toán (CTĐT Tiếng Việt) năm 2024 lấy điểm trúng tuyển là 22.75 điểm.,"| nam | ma_nganh | ten_nganh | diem | khoa |
|-----:|---------|-------------------------------|-----:|-------------|
| 2024 | 7340301V | Kế toán (CTĐT Tiếng Việt) | 22.75 | KHOA KINH TẾ |","[""    nam  ma_nganh                  ten_nganh   diem          khoa\n0  2024  7340301V  Kế toán (CTĐT Tiếng Việt)  22.75  KHOA KINH TẾ""]",[],text2sql,17.431,0.321
146,ablation_no_qe,Điểm chuẩn ngành Quản lý xây dựng (CTĐT Tiếng Việt) năm 2023 là bao nhiêu?,"Theo dữ liệu, điểm trúng tuyển ngành Quản lý xây dựng (CTĐT Tiếng Việt) năm 2023 là 22.6 điểm.","| ten_nganh | ma_nganh | nam | diem |
|---|---|---|---|
| Quản lý xây dựng (CTĐT Tiếng Việt) | 7580302V | 2023 | 22.6 |","[""                            ten_nganh  ma_nganh   nam  diem\n0  Quản lý xây dựng (CTĐT Tiếng Việt)  7580302V  2023  22.6""]",[],text2sql,14.006,0.208
147,ablation_no_qe,"Năm 2022, ngành An toàn Thông tin (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Ngành An toàn Thông tin (CTĐT Tiếng Việt) năm 2022 có mức điểm chuẩn là 26 điểm.,"| ten_nganh | diem |
|---|---:|
| An toàn Thông tin (CTĐT Tiếng Việt) | 26.0 |","[""                             ten_nganh  diem\n0  An toàn Thông tin (CTĐT Tiếng Việt)  26.0""]",[],text2sql,13.285,0.203
148,ablation_no_qe,Ngành Công nghệ kỹ thuật ô tô (CTĐT Việt - Nhật) năm 2024 lấy bao nhiêu điểm?,Điểm chuẩn của ngành Công nghệ kỹ thuật ô tô (CTĐT Việt - Nhật) năm 2024 là 25 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510205N | Công nghệ kỹ thuật ô tô (CTĐT Việt - Nhật) | 2024 | 25.0 | KHOA CƠ KHÍ ĐỘNG LỰC |","[""   ma_nganh                                   ten_nganh   nam  diem                  khoa\n0  7510205N  Công nghệ kỹ thuật ô tô (CTĐT Việt - Nhật)  2024  25.0  KHOA CƠ KHÍ ĐỘNG LỰC""]",[],text2sql,16.327,0.211
149,ablation_no_qe,"Cho tôi hỏi điểm chuẩn ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh) năm 2024?","Theo bảng điểm, ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh) năm 2024 lấy 24.35 điểm.","| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7510302A | Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh) | 2024 | 24.35 |","[""   ma_nganh                                                ten_nganh   nam   diem\n0  7510302A  Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh)  2024  24.35""]",[],text2sql,14.139,0.317
150,ablation_no_qe,"Năm 2023, ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) lấy bao nhiêu điểm?",Điểm trúng tuyển ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) năm 2023 là 24.38 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) | 2023 | 24.38 |","[""   ma_nganh                                 ten_nganh   nam   diem                  khoa\n0  7510205A  Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh)  2023  24.38  KHOA CƠ KHÍ ĐỘNG LỰC""]",[],text2sql,19.305,0.208
151,ablation_no_qe,Ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) năm 2022 lấy bao nhiêu điểm?,"Theo dữ liệu tuyển sinh, điểm trúng tuyển ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) năm 2022 là 22.1 điểm.","| ten_nganh                                               | nam  | diem |
|---------------------------------------------------------|------|------|
| Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh)          | 2022 | 22.1 |","[""   ma_nganh                                       ten_nganh   nam  diem                     khoa\n0  7510203A  Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh)  2022  22.1  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,19.358,0.205
152,ablation_no_qe,Điểm chuẩn ngành Công nghệ kỹ thuật điều khiển và tự động hóa (CTĐT Tiếng Anh) năm 2023 là bao nhiêu?,Điểm trúng tuyển ngành Công nghệ kỹ thuật điều khiển và tự động hóa (CTĐT Tiếng Anh) năm 2023 là 25.15 điểm.,"| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7510303A | Công nghệ kỹ thuật điều khiển và tự động hóa (CTĐT Tiếng Anh) | 2023 | 25.15 |","[""   ma_nganh                                                      ten_nganh   nam   diem\n0  7510303A  Công nghệ kỹ thuật điều khiển và tự động hóa (CTĐT Tiếng Anh)  2023  25.15""]",[],text2sql,12.186,0.201
153,ablation_no_qe,"Năm 2024, ngành Công nghệ thông tin (CTĐT Tiếng Anh) lấy bao nhiêu điểm?",Ngành Công nghệ thông tin (CTĐT Tiếng Anh) năm 2024 có điểm chuẩn trúng tuyển là 25.65 điểm.,"| ma_nganh | ten_nganh                               | nam  | diem  | khoa                         |
|---------:|------------------------------------------|------:|------:|------------------------------|
| 7480201A | Công nghệ thông tin (CTĐT Tiếng Anh)     | 2024 | 25.65 | KHOA CÔNG NGHỆ THÔNG TIN |","[""   ma_nganh                             ten_nganh   nam   diem                      khoa\n0  7480201A  Công nghệ thông tin (CTĐT Tiếng Anh)  2024  25.65  KHOA CÔNG NGHỆ THÔNG TIN""]",[],text2sql,15.044,0.205
154,ablation_no_qe,Ngành Công nghệ thực phẩm (CTĐT Tiếng Anh) năm 2023 lấy bao nhiêu điểm?,"Theo dữ liệu, ngành Công nghệ thực phẩm (CTĐT Tiếng Anh) năm 2023 lấy 21.1 điểm.","| ma_nganh | ten_nganh | diem | khoa |
|---|---|---:|---|
| 7540101A | Công nghệ thực phẩm (CTĐT Tiếng Anh) | 21.1 | KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM |","[""   ma_nganh                             ten_nganh  diem                                 khoa\n0  7540101A  Công nghệ thực phẩm (CTĐT Tiếng Anh)  21.1  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,15.329,0.206
155,ablation_no_qe,Cho tôi hỏi điểm chuẩn ngành Quản lý công nghiệp (CTĐT Tiếng Việt) năm 2022?,Điểm trúng tuyển ngành Quản lý công nghiệp (CTĐT Tiếng Việt) năm 2022 là 23.75 điểm.,"| ma_nganh | ten_nganh | nam | diem |
|---|---|---|---|
| 7510601V | Quản lý công nghiệp (CTĐT Tiếng Việt) | 2022 | 23.75 |","[""   ma_nganh                              ten_nganh   nam   diem\n0  7510601V  Quản lý công nghiệp (CTĐT Tiếng Việt)  2022  23.75\n1  7510601A   Quản lý công nghiệp (CTĐT Tiếng Anh)  2022  19.25""]",[],text2sql,15.733,0.208
156,ablation_no_qe,"Năm 2023, ngành Kỹ thuật y sinh (Điện tử y sinh) (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm chuẩn ngành Kỹ thuật y sinh (Điện tử y sinh) (CTĐT Tiếng Việt) năm 2023 là 23.5 điểm.,"| ma_nganh | ten_nganh | nam | diem |
|---|---|---|---|
| 7520212V | Kỹ thuật y sinh (Điện tử y sinh) (CTĐT Tiếng Việt) | 2023 | 23.5 |","[""   ma_nganh                                           ten_nganh   nam  diem\n0  7520212V  Kỹ thuật y sinh (Điện tử y sinh) (CTĐT Tiếng Việt)  2023  23.5""]",[],text2sql,15.744,0.209
157,ablation_no_qe,Ngành Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh) năm 2024 lấy bao nhiêu điểm?,"Theo bảng dữ liệu, ngành Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh) năm 2024 lấy 21 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510102A | Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh) | 2024 | 21.0 | KHOA XÂY DỰNG |","[""   ma_nganh                                                ten_nganh   nam  diem           khoa\n0  7510102A  Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh)  2024  21.0  KHOA XÂY DỰNG""]",[],text2sql,16.52,0.208
158,ablation_no_qe,Điểm chuẩn ngành Công nghệ kỹ thuật máy tính (CTĐT Tiếng Anh) năm 2022 là bao nhiêu?,Ngành Công nghệ kỹ thuật máy tính (CTĐT Tiếng Anh) năm 2022 có điểm trúng tuyển là 25.25 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Công nghệ kỹ thuật máy tính (CTĐT Tiếng Anh) | 2022 | 25.25 |","[""   ma_nganh                                     ten_nganh   nam   diem\n0  7480108A  Công nghệ kỹ thuật máy tính (CTĐT Tiếng Anh)  2022  25.25""]",[],text2sql,12.702,0.205
159,ablation_no_qe,"Năm 2023, ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) lấy bao nhiêu điểm?",Điểm trúng tuyển ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) năm 2023 là 24.69 điểm.,"| ma_nganh | ten_nganh | diem |
|---|---|---|
| 7510203A | Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) | 24.69 |","[""   ma_nganh                                       ten_nganh   diem\n0  7510203A  Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh)  24.69""]",[],text2sql,14.728,0.202
160,ablation_no_qe,Ngành Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,Điểm chuẩn ngành Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) năm 2024 là 23.05 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510102V | Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) | 2024 | 23.05 | KHOA XÂY DỰNG |","[""   ma_nganh                                                 ten_nganh   nam   diem           khoa\n0  7510102V  Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Việt)  2024  23.05  KHOA XÂY DỰNG\n1  7510102A   Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh)  2024  21.00  KHOA XÂY DỰNG""]",[],text2sql,13.904,0.223
161,ablation_no_qe,Cho tôi hỏi điểm chuẩn ngành Hệ thống nhúng và IoT (CTĐT Tiếng Việt) năm 2023?,Ngành Hệ thống nhúng và IoT (CTĐT Tiếng Việt) năm 2023 lấy điểm trúng tuyển là 25.8 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, nam, diem, khoa]\nIndex: []""]",[],text2sql,11.815,0.209
162,ablation_no_qe,"Năm 2022, ngành Công nghệ kỹ thuật nhiệt (CTĐT Tiếng Anh) lấy bao nhiêu điểm?","Theo bảng dữ liệu, điểm chuẩn ngành Công nghệ kỹ thuật nhiệt (CTĐT Tiếng Anh) năm 2022 là 17 điểm.","| diem |
|------|
| 17.0 |","[""   diem\n0  17.0""]",[],text2sql,15.246,0.216
163,ablation_no_qe,"Ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Việt-Nhật) năm 2023 lấy bao nhiêu điểm?","Điểm trúng tuyển ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Việt-Nhật) năm 2023 là 22.3 điểm.","| nam | ma_nganh | ten_nganh | diem |
|---:|---|---|---:|
| 2023 | 7510302N | Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Việt-Nhật) | 22.3 |","[""    nam  ma_nganh                                                ten_nganh  diem\n0  2023  7510302N  Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Việt-Nhật)  22.3""]",[],text2sql,21.326,0.21
164,ablation_no_qe,Điểm chuẩn ngành Công nghệ may (CTĐT Tiếng Việt) năm 2023 là bao nhiêu?,Ngành Công nghệ may (CTĐT Tiếng Việt) năm 2023 có mức điểm chuẩn trúng tuyển là 21 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Công nghệ may (CTĐT Tiếng Việt) | 2023 | 21.0 |","[""   ma_nganh                        ten_nganh   nam  diem\n0  7540209V  Công nghệ may (CTĐT Tiếng Việt)  2023  21.0""]",[],text2sql,16.185,0.214
165,ablation_no_qe,"Năm 2024, ngành Kiến trúc nội thất (CTĐT Tiếng Việt) lấy bao nhiêu điểm?","Theo dữ liệu tuyển sinh, điểm trúng tuyển ngành Kiến trúc nội thất (CTĐT Tiếng Việt) năm 2024 là 22.77 điểm.",Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, nam, diem, khoa]\nIndex: []""]",[],text2sql,13.181,0.211
166,ablation_no_qe,Ngành Công nghệ kỹ thuật in (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,"Trong năm 2024, ngành Công nghệ kỹ thuật in (CTĐT Tiếng Việt) lấy mức điểm trúng tuyển là 22 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510801V | Công nghệ kỹ thuật in (CTĐT Tiếng Việt) | 2024 | 22.0 | KHOA IN VÀ TRUYỀN THÔNG |","[""   ma_nganh                                ten_nganh   nam  diem                     khoa\n0  7510801V  Công nghệ kỹ thuật in (CTĐT Tiếng Việt)  2024  22.0  KHOA IN VÀ TRUYỀN THÔNG""]",[],text2sql,15.6,0.209
167,ablation_no_qe,Cho tôi hỏi điểm chuẩn ngành Ngôn ngữ Anh (CTĐT Tiếng Việt) năm 2022?,Điểm trúng tuyển ngành Ngôn ngữ Anh (CTĐT Tiếng Việt) năm 2022 là 22.75 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7220201V | Ngôn ngữ Anh (CTĐT Tiếng Việt) | 2022 | 22.75 | KHOA NGOẠI NGỮ |","[""   ma_nganh                       ten_nganh   nam   diem            khoa\n0  7220201V  Ngôn ngữ Anh (CTĐT Tiếng Việt)  2022  22.75  KHOA NGOẠI NGỮ""]",[],text2sql,14.129,0.207
168,ablation_no_qe,"Năm 2023, ngành Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh) lấy bao nhiêu điểm?",Ngành Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh) năm 2023 lấy điểm trúng tuyển là 20 điểm.,"| ten_nganh                                                      | nam  | diem |
|----------------------------------------------------------------|------|------|
| Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh)        | 2023 | 20.0 |","[""                                                 ten_nganh   nam  diem\n0  Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh)  2023  20.0""]",[],text2sql,18.329,0.201
169,ablation_no_qe,Ngành Thiết kế đồ họa (CTĐT Tiếng Việt) năm 2023 lấy bao nhiêu điểm?,"Theo dữ liệu, điểm chuẩn ngành Thiết kế đồ họa (CTĐT Tiếng Việt) năm 2023 là 24.3 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---:|---:|---:|---|
| 7210403V | Thiết kế đồ họa (CTĐT Tiếng Việt) | 2023 | 24.3 | KHOA IN VÀ TRUYỀN THÔNG |","[""   ma_nganh                          ten_nganh   nam  diem                     khoa\n0  7210403V  Thiết kế đồ họa (CTĐT Tiếng Việt)  2023  24.3  KHOA IN VÀ TRUYỀN THÔNG""]",[],text2sql,15.067,0.218
170,ablation_no_qe,"Điểm chuẩn ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt) năm 2024 là bao nhiêu?","Ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt) năm 2024 có điểm chuẩn trúng tuyển là 25.15 điểm.","| Điểm chuẩn |
|---:|
| 25.15 |","[""    diem\n0  25.15""]",[],text2sql,17.542,0.207
171,ablation_no_qe,"Năm 2022, ngành Kỹ thuật xây dựng công trình giao thông (CTĐT Tiếng Việt) lấy bao nhiêu điểm?","Trong năm 2022, điểm chuẩn của ngành Kỹ thuật xây dựng công trình giao thông (CTĐT Tiếng Việt) là 17 điểm.","| diem |
|------:|
| 17.0 |","[""   diem\n0  17.0""]",[],text2sql,14.26,0.211
