question,answer
Thư của Hiệu trưởng khuyên SV làm gì từ năm nhất?,"Trong thư gửi sinh viên, Hiệu trưởng khuyên các bạn hãy xác lập mục tiêu rõ ràng và nắm vững phương pháp học đại học hiệu quả ngay từ năm nhất."
Sức khỏe tinh thần quan trọng thế nào với SV?,"Sức khỏe tinh thần đóng vai trò rất quan trọng vì nó là nền tảng để sinh viên học tập tốt, sống vui vẻ và cống hiến bền bỉ hơn."
SV HCMUTE được ví là gì trong mắt cộng đồng?,"Mỗi bạn sinh viên HCMUTE đều được ví như một ""Đại sứ thương hiệu"" đại diện cho hình ảnh của Nhà trường trong mắt cộng đồng."
Tiết học thứ 12 kết thúc lúc mấy giờ ạ?,"Tiết học cuối cùng của buổi chiều, tức tiết thứ 12, sẽ kết thúc vào lúc 17g30."
Học phần tương đương do đơn vị nào quy định?,"Việc quy định các học phần tương đương sẽ do Khoa, Viện hoặc Trung tâm quản lý học phần đó chịu trách nhiệm."
Một tín chỉ thực hành yêu cầu mấy giờ chuẩn bị cá nhân?,"Để tiếp thu được một tín chỉ thực hành, sinh viên cần dành ít nhất là 30 giờ cho việc chuẩn bị cá nhân."
"GPA đạt 2,0 là xếp loại gì ạ?",
Bị đình chỉ thi 01 môn bị trừ mấy điểm rèn luyện?,Nếu sinh viên bị đình chỉ thi 01 môn học thì sẽ bị nhà trường trừ 8 điểm vào kết quả rèn luyện.
Khen thưởng cấp Tỉnh thưởng bao nhiêu tiền ạ?,Sinh viên nhận được giấy khen hoặc giải thưởng ở cấp Tỉnh sẽ được nhà trường trao mức thưởng là 1.000.000 đồng.
Sinh viên có được bình luận tiêu cực về trường trên mạng không?,"Không, sinh viên cần tránh các bình luận tiêu cực và luôn phải đảm bảo đưa ra những ý kiến mang tính xây dựng, đúng sự thật về trường."
Ngành Công nghệ thực phẩm thuộc khoa nào?,Ngành Công nghệ thực phẩm hiện đang được quản lý trực tiếp bởi Khoa Công nghệ Hóa học và Thực phẩm.
Ngành Quản trị kinh doanh học ở khoa nào ạ?,Ngành Quản trị kinh doanh là ngành đào tạo mới nằm dưới sự quản lý của Khoa Kinh tế.
Tư vấn về xét tốt nghiệp liên hệ ai ạ?,"Để được giải đáp các thắc mắc liên quan đến việc xét tốt nghiệp, em hãy liên hệ trực tiếp với cô Bùi Thị Quỳnh."
Muốn tham gia các cuộc thi học thuật gặp thầy nào ạ?,Em hãy gặp thầy Trần Vũ Hoàng để được hỗ trợ và tư vấn về việc tham gia các cuộc thi học thuật của trường.
Tư vấn về Kỹ thuật y sinh gặp thầy nào ạ?,Thầy Nguyễn Thanh Hải là người sẽ trực tiếp hỗ trợ và tư vấn chuyên sâu cho em về ngành Kỹ thuật y sinh.
Khoa Kinh tế có ngành Công nghệ tài chính không?,"Có, Khoa Kinh tế hiện đang tuyển sinh và đào tạo ngành Công nghệ tài chính từ năm 2025."
Ai là Trưởng nhóm tư vấn Khoa Xây dựng?,Trưởng nhóm chịu trách nhiệm tư vấn cho sinh viên thuộc Khoa Xây dựng hiện nay là thầy Trần Vũ Tự.
Tư vấn về ngành Kiến trúc em gặp thầy nào?,Em hãy tìm gặp thầy Đỗ Xuân Sơn để được hỗ trợ và tư vấn chi tiết về các vấn đề liên quan đến ngành Kiến trúc.
Ngành An toàn thông tin thuộc khoa nào?,Ngành An toàn thông tin là một trong các ngành học thuộc sự quản lý của Khoa Công nghệ Thông tin.
SV có được dùng email trường để tán phát tài liệu trái quy định?,Sinh viên tuyệt đối không được sử dụng địa chỉ email do trường cấp để phát tán các tài liệu vi phạm quy định của trường.
"Điểm chữ ""C"" là mấy điểm ạ?",
Thời gian nghỉ trưa giữa tiết 6 và 7 là bao lâu?,Sinh viên sẽ có 30 phút nghỉ trưa trong khoảng thời gian từ 12g15 đến 12g45 trước khi bắt đầu tiết học thứ 7.
Sinh viên có được phép học hộ không ạ?,"Không, hành vi học hộ người khác là vi phạm quy định và sinh viên sẽ bị xử lý kỷ luật cũng như trừ điểm rèn luyện."
Thủ khoa tốt nghiệp toàn khóa thưởng bao nhiêu ạ?,Sinh viên đạt danh hiệu Thủ khoa tốt nghiệp toàn khóa sẽ được tặng giấy khen cùng mức tiền thưởng là 1.000.000 đồng.
SV có được lưu trữ phim ảnh trên Google Drive của trường không?,Sinh viên không được phép lưu trữ phim ảnh trên Google Drive của trường nếu các nội dung đó trái với quy định của nhà trường và pháp luật.
Hotline tư vấn bảo hiểm y tế là số nào ạ?,Em có thể gọi đến các số hotline 0918.883.925 hoặc 0972.893.158 để được hỗ trợ tư vấn về bảo hiểm y tế.
Ngành Kỹ thuật y sinh có mã STEM là gì?,Mã ngành chính thức của ngành Kỹ thuật y sinh trong danh mục các ngành STEM là 7520212.
Trung tâm Phát triển ngôn ngữ nằm ở đâu?,Trung tâm Phát triển ngôn ngữ tọa lạc tại khu vực tầng hầm của Tòa nhà trung tâm.
Ai là người tư vấn mảng an ninh quốc phòng?,Thầy Đường Minh Hiếu chính là người phụ trách tư vấn các vấn đề về an ninh quốc phòng cho sinh viên của trường.
Ngành Thương mại điện tử có hệ Chất lượng cao không?,"Có, hệ đào tạo Chất lượng cao của ngành Thương mại điện tử vẫn được nhắc tên trong danh sách đội ngũ tư vấn."
Khoa Công nghệ Hóa học có ngành Môi trường không?,"Có, Khoa Công nghệ Hóa học và Thực phẩm hiện đang phụ trách quản lý ngành Công nghệ Kỹ thuật môi trường."
Hiệu trưởng trường là học hàm gì ạ?,Hiệu trưởng hiện nay của trường Đại học Sư phạm Kỹ thuật TP.HCM mang học hàm Phó Giáo sư (PGS.TS).
Sinh viên mồ côi cha nhưng mẹ không có khả năng lao động được gì?,Những sinh viên mồ côi cha mà mẹ không còn khả năng lao động sẽ được xem xét hỗ trợ vay vốn tín dụng.
SV học kéo dài có được xét học bổng tài năng không?,Sinh viên thuộc diện học kéo dài sẽ không nằm trong đối tượng được xét nhận học bổng sinh viên tài năng của trường.
GPA rèn luyện 90 điểm là loại gì?,"Khi đạt được 90 điểm rèn luyện, kết quả của sinh viên sẽ được xếp loại là Xuất sắc."
Đăng ký in bảng điểm CTXH ở đâu ạ?,Em có thể thực hiện đăng ký in bảng điểm công tác xã hội trực tiếp trên trang quản lý sinh viên trực tuyến.
"01 buổi tham gia ""Ngày chủ nhật xanh"" được mấy điểm CTXH?",
Giải Nhì Olympic cấp Bộ thưởng bao nhiêu?,Sinh viên đạt được Giải Nhì trong kỳ thi Olympic cấp Bộ sẽ được nhà trường trao tặng mức thưởng là 1.000.000 đồng.
SV có được phản biện giảng viên không?,Nhà trường luôn khuyến khích sinh viên thực hiện việc phản biện với giảng viên trên tinh thần xây dựng và thẳng thắn.
Sổ tay có hướng dẫn viết email không?,"Có, trong cuốn sổ tay sinh viên đã có hẳn một mục riêng hướng dẫn cách ""Soạn email chuyên nghiệp và văn hóa""."
Khoa Điện có ngành CNKT Máy tính không ạ?,"Có, ngành Công nghệ Kỹ thuật Máy tính hiện là một trong các ngành do Khoa Điện - Điện tử quản lý."
Ngành Kinh doanh quốc tế do khoa nào quản lý?,Ngành Kinh doanh quốc tế là ngành đào tạo trực thuộc sự quản lý trực tiếp của Khoa Kinh tế.
Muốn hỏi về học phí và tiền học bổng gặp ai ạ?,Em hãy gặp cô Đặng Hoàng Kim Lên để được giải đáp các thắc mắc về vấn đề học phí cũng như các khoản tiền học bổng.
Ai là người tư vấn cho SV tại phân hiệu Bình Phước?,Thầy Nguyễn Thế An chính là người sẽ phụ trách hỗ trợ tư vấn cho các bạn sinh viên đang học tập tại phân hiệu Bình Phước.
Khoa Xây dựng có ngành Kiến trúc không?,"Có, ngành Kiến trúc hiện nay đang nằm dưới sự quản lý và đào tạo của Khoa Xây dựng."
SV bị kỷ luật có được xét khen thưởng không?,Nhà trường sẽ không thực hiện xét khen thưởng cho những sinh viên bị xử lý kỷ luật từ mức khiển trách trở lên.
Khi bị stress quá mức nên làm gì ạ?,"Nếu cảm thấy bị stress quá mức, em nên thực hiện hít thở sâu, tập thể dục nhẹ nhàng và chủ động tìm đến các chuyên gia tham vấn tâm lý."
GPA rèn luyện 40 điểm xếp loại gì?,Mức kết quả rèn luyện 40 điểm sẽ được nhà trường phân loại vào diện xếp loại rèn luyện Yếu.
Website của Khoa Cơ khí Động lực là gì?,Em có thể truy cập vào trang web chính thức của Khoa Cơ khí Động lực tại địa chỉ fae.hcmute.edu.vn.
Ai là Trưởng nhóm tư vấn Khoa Ngoại ngữ?,Cô Lê Phương Anh là người hiện đang đảm nhận vai trò Trưởng nhóm tư vấn cho các sinh viên thuộc Khoa Ngoại ngữ.
Ngành Thiết kế Đồ họa thuộc khoa nào ạ?,Ngành Thiết kế Đồ họa hiện nay là một ngành đào tạo do Khoa In và Truyền thông chịu trách nhiệm quản lý.
Tốt nghiệp loại Khá có được khen thưởng không?,"Có, sinh viên tốt nghiệp loại Khá vẫn sẽ được khen thưởng nếu em hoàn thành chương trình và tốt nghiệp sớm hơn thời hạn 01 học kỳ."
SV được nghỉ học tạm thời mấy lần trong khóa học?,Các tài liệu hiện tại không quy định giới hạn số lần nhưng việc nghỉ học tạm thời sẽ được xét duyệt dựa theo từng học kỳ cụ thể.
Trưởng ban chỉ đạo thực hiện Sổ tay sinh viên là ai?,Người giữ vai trò Trưởng ban chỉ đạo thực hiện cuốn Sổ tay sinh viên chính là PGS.TS. Lê Hiếu Giang.
Sứ mệnh của trường có phục vụ cộng đồng không?,Sứ mệnh của nhà trường luôn nhấn mạnh vào việc phục vụ tích cực và có trách nhiệm đối với sự phát triển của cộng đồng.
Một tín chỉ lý thuyết bằng bao nhiêu tiết học?,"Theo quy định chuẩn của nhà trường, cứ 01 tín chỉ lý thuyết sẽ tương ứng với tổng cộng 15 tiết học trên lớp."
"GPA 3,19 xếp loại học lực gì?",
SV có quyền khiếu nại kết quả học tập không?,Sinh viên hoàn toàn có quyền khiếu nại về kết quả học tập của mình bằng cách liên hệ trực tiếp với Phòng Đào tạo.
Trợ cấp xã hội 140k/tháng dành cho đối tượng nào?,Mức trợ cấp 140.000 đồng một tháng được dành cho sinh viên mồ côi cả cha lẫn mẹ hoặc mồ côi một bên mà người còn lại mất sức lao động.
Học bổng khuyến khích loại Giỏi trị giá bao nhiêu?,"Giá trị của một suất học bổng dành cho sinh viên xếp loại Giỏi bằng 1,15 lần mức học bổng của loại Khá."
SV có được bảo lưu học bổng khi tạm dừng học không?,Sinh viên tạm dừng học vì các lý do chính đáng vẫn sẽ được nhà trường tạo điều kiện để bảo lưu khoản học bổng của mình.
Đi học muộn bị trừ mấy điểm rèn luyện?,"Với mỗi lần vi phạm việc đi học muộn, sinh viên sẽ bị nhà trường thực hiện việc trừ 1 điểm rèn luyện."
Tổng điểm CTXH 39 điểm có được tốt nghiệp không?,"Không, sinh viên sẽ không đủ điều kiện tốt nghiệp vì quy định yêu cầu em phải tích lũy tối thiểu là 40 điểm công tác xã hội."
Tham gia Mùa hè xanh tại TP.HCM được mấy ngày CTXH?,"Khi tham gia chiến dịch Mùa hè xanh tại địa bàn TP.HCM, sinh viên sẽ được ghi nhận từ 2 đến 4 ngày công tác xã hội."
Thủ khoa tuyển sinh đại học được thưởng bao nhiêu?,Sinh viên đạt được thành tích là Thủ khoa trong kỳ tuyển sinh đại học sẽ được nhà trường trao tặng mức thưởng là 2.000.000 đồng.
Sinh viên có nên so sánh bản thân với người khác không?,"Không, các bạn sinh viên nên tránh việc so sánh tiêu cực bản thân với người khác để bảo vệ sức khỏe tinh thần của chính mình."
Website Khoa Công nghệ Thông tin là gì?,Em có thể tìm hiểu thêm các thông tin về Khoa Công nghệ Thông tin tại địa chỉ website fit.hcmute.edu.vn.
Tư vấn về điểm rèn luyện toàn trường gặp thầy nào?,"Để được giải đáp các thắc mắc về điểm rèn luyện trên phạm vi toàn trường, em hãy tìm gặp thầy Lê Quang Bình."
Ngành Logistics có mã STEM là gì ạ?,Ngành Logistics và quản lý chuỗi cung ứng có mã ngành STEM chính thức là 7510605.
Khoa Đào tạo quốc tế có ngành Kỹ thuật ô tô không?,"Có, ngành Công nghệ Kỹ thuật ô tô hiện là một trong những chương trình đào tạo đang được triển khai tại Khoa Đào tạo quốc tế."
Ai là người tư vấn NCKH cho Khoa Xây dựng?,Thầy Nguyễn Văn Chúng chính là người chịu trách nhiệm tư vấn các hoạt động nghiên cứu khoa học cho sinh viên thuộc Khoa Xây dựng.
GPA rèn luyện 65 điểm xếp loại gì?,"Với mức điểm rèn luyện đạt 65 điểm, sinh viên sẽ được nhà trường xếp loại rèn luyện ở mức Khá."
"Điểm thi cuối kỳ 2,9 có bị coi là điểm liệt không?",
Có được dùng tài khoản trường để xem phim lậu không?,"Không, sinh viên tuyệt đối không được sử dụng tài khoản do trường cấp để phát tán hay xem các loại phim ảnh trái quy định."
Muốn làm lại thẻ sinh viên nộp đơn ở đâu?,Em hãy nộp đơn xin cấp lại thẻ sinh viên trực tiếp tại văn phòng Phòng Tuyển sinh và Công tác sinh viên.
Hiệu trưởng trường ký tên vào văn bằng tốt nghiệp đúng không?,"Đúng vậy, Hiệu trưởng nhà trường sẽ là người trực tiếp ký tên xác nhận vào các bản văn bằng tốt nghiệp của sinh viên."
SV mồ côi cha được trợ cấp 100k đúng không ạ?,"Đúng, mức trợ cấp 100.000 đồng sẽ áp dụng trong trường hợp sinh viên mồ côi cha nhưng mẹ vẫn còn khả năng lao động."
Học bổng truyền thống có xét cho SV năm 4 không?,"Có, nhà trường vẫn thực hiện xét cấp học bổng truyền thống cho sinh viên năm thứ 4 cho đến khi hết thời gian khóa học chuẩn."
Điểm rèn luyện rớt xuống dưới 50 bị loại gì?,Nếu kết quả điểm rèn luyện của sinh viên rơi xuống mức dưới 50 điểm thì em sẽ bị xếp loại rèn luyện là Yếu.
01 ngày tham gia dọn vệ sinh xưởng được mấy ngày CTXH?,"Việc dành ra 01 ngày để tham gia dọn dẹp vệ sinh tại xưởng sẽ giúp sinh viên tích lũy được từ 0,5 đến 1 ngày công tác xã hội."
Giải Nhất NCKH cấp Khoa thưởng bao nhiêu?,Mức thưởng tối đa dành cho một giải Nhất trong kỳ thi Nghiên cứu khoa học ở cấp Khoa là 700.000 đồng.
SV có được ghi âm bài giảng không?,Sinh viên không được phép tự ý ghi âm hay ghi hình bài giảng nếu chưa nhận được sự đồng ý chính thức từ thầy cô giáo.
Ngành Quản lý công nghiệp có mã STEM không?,"Có, ngành Quản lý công nghiệp là một ngành học thuộc danh mục STEM với mã ngành chính thức là 7510601."
Muốn hỏi về thủ tục hành chính chung gặp ai ạ?,"Để được giải đáp các thắc mắc về các thủ tục hành chính nói chung trong trường, em hãy tìm gặp cô Nguyễn Thị Thanh Thảo."
Khoa Cơ khí chế tạo máy ở tầng mấy Khu Công nghệ cao?,"Văn phòng của Khoa Cơ khí chế tạo máy nằm tại tầng 1 của Khu Công nghệ cao, cụ thể là phòng E1.107."
